community_name,area,unit_price,room,size,subway,bus,kindergarten,primary-school,hospital,supermarket,park
美立方,雁塔,15878,1室0厅,34.64平米,608米,770米,162米,316米,344米,582米,1747米
宏府麒麟山,雁塔,15878,2室1厅,83.26平米,1349米,137米,675米,261米,1257米,930米,
隆源国际城,未央,15885,3室2厅,85.62平米,1106米,1065米,607米,817米,1967米,696米,1995米
东方米兰,雁塔,15888,2室1厅,53.5平米,1127米,350米,414米,636米,283米,439米,1582米
竹园阳光嘉苑,雁塔,15889,3室1厅,94.41平米,,785米,817米,298米,956米,898米,1458米
丰硕佳园,雁塔,15890,2室1厅,78.67平米,739米,233米,885米,951米,586米,561米,283米
振业泊公馆,灞桥,15891,4室2厅,135.3平米,934米,668米,388米,511米,1863米,1119米,1191米
盛世长安,长安,15897,3室2厅,100.65平米,962米,274米,261米,557米,576米,998米,726米
宏府鹍翔九天,莲湖,15908,2室1厅,74.18平米,607米,755米,677米,341米,382米,643米,1846米
阳光台,未央,15909,4室2厅,135.15平米,1168米,223米,183米,339米,296米,286米,669米
绿地与湖南区,雁塔,15919,3室2厅,98平米,522米,664米,620米,640米,1059米,752米,614米
宏府麒麟山,雁塔,15920,2室1厅,87.94平米,1349米,137米,675米,261米,1257米,930米,
雅居乐铂琅峯,长安,15922,1室0厅,52.13平米,1379米,345米,474米,274米,323米,758米,1978米
紫薇田园都市D区,长安,15923,3室2厅,137.54平米,,338米,658米,313米,279米,378米,912米
交大曲江新村南苑,雁塔,15927,2室2厅,106.11平米,1125米,897米,309米,159米,964米,1262米,
枫叶高层小区,雁塔,15928,3室2厅,105.48平米,176米,532米,978米,120米,282米,288米,448米
华润二十四城一期,未央,15932,3室2厅,97.29平米,817米,440米,749米,472米,174米,670米,1706米
御锦城智慧树,灞桥,15935,2室1厅,84.47平米,1837米,915米,331米,388米,1101米,271米,307米
御锦城繁花里,灞桥,15938,2室2厅,73.41平米,1352米,1066米,808米,302米,740米,276米,390米
碧桂园凤凰城·豪园,未央,15949,3室2厅,109.1平米,577米,706米,756米,448米,1600米,319米,1062米
万科金色悦城,莲湖,15952,2室1厅,72.72平米,833米,719米,400米,467米,307米,212米,
航天常青苑,未央,15957,2室1厅,98.33平米,381米,698米,1085米,289米,607米,764米,858米
紫郡长安,雁塔,15958,3室2厅,122.2平米,1232米,370米,218米,536米,144米,297米,1705米
上和城,莲湖,15964,3室1厅,103.36平米,836米,822米,452米,686米,648米,901米,974米
鼎正大都城,未央,15967,3室2厅,122.13平米,1412米,1273米,491米,376米,491米,956米,
西安大都荟,雁塔,15967,2室2厅,89.56平米,387米,762米,211米,794米,1144米,296米,96米
雅居乐花园,长安,15970,2室1厅,92.99平米,642米,465米,653米,416米,753米,522米,1425米
翠堤湾,长安,15975,2室1厅,82.63平米,803米,490米,1007米,355米,784米,158米,233米
华清学府城,新城区,15978,2室2厅,94.51平米,393米,1000米,787米,207米,939米,271米,1287米
宏府鹍翔九天,莲湖,15981,2室1厅,88.23平米,607米,755米,677米,341米,382米,643米,1846米
金宇蓝苑,长安,15982,1室1厅,46.93平米,1069米,345米,426米,839米,327米,896米,872米
嘉天SMART,莲湖,15984,1室1厅,33.16平米,451米,199米,718米,722米,367米,954米,907米
碧桂园凤凰城天域,未央,15986,3室2厅,114.48平米,739米,174米,577米,337米,1110米,558米,309米
恒大名都,未央,15986,2室1厅,81.95平米,838米,579米,214米,410米,854米,580米,1515米
智慧城五期,长安,15986,1室1厅,39.41平米,230米,462米,591米,697米,786米,626米,1317米
西岸国际花园西苑,未央,15991,3室2厅,111.94平米,557米,442米,223米,852米,555米,545米,
高科绿水东城四期,灞桥,15992,2室2厅,68.16平米,,627米,305米,207米,1371米,732米,1733米
阳光台,未央,15994,2室1厅,73.78平米,1168米,223米,183米,339米,296米,286米,669米
华清学府城,新城区,15995,1室1厅,53.77平米,393米,1000米,787米,207米,939米,271米,1287米
湾流,灞桥,16009,3室2厅,109.32平米,1560米,301米,1097米,117米,,345米,1908米
金泰怡景花园,雁塔,16011,2室1厅,77.45平米,196米,37米,515米,1152米,761米,173米,1011米
汇通太古城·青都新界,未央,16014,4室1厅,128.02平米,328米,300米,670米,1315米,692米,130米,1445米
恒基碧翠锦华,新城区,16014,2室1厅,101.79平米,392米,438米,740米,497米,531米,404米,977米
浐灞半岛A11区,灞桥,16014,3室2厅,143平米,1103米,354米,741米,540米,361米,348米,
天朗莱茵小城,莲湖,16022,2室2厅,76.15平米,848米,279米,671米,337米,886米,193米,
双威理想城,未央,16025,3室2厅,99.22平米,733米,244米,381米,473米,533米,328米,1279米
华清学府城,新城区,16026,2室1厅,87.36平米,393米,1000米,787米,207米,939米,271米,1287米
天香心苑,未央,16034,2室2厅,86.07平米,340米,355米,275米,677米,465米,581米,388米
天朗莱茵小城,莲湖,16041,2室1厅,61.72平米,848米,279米,671米,337米,886米,193米,
五湖名邸西区,雁塔,16042,3室2厅,92.26平米,1127米,210米,195米,198米,254米,190米,1387米
忆江南,长安,16043,2室2厅,89.14平米,632米,509米,723米,151米,589米,209米,356米
万家灯火,雁塔,16044,2室1厅,90.07平米,1244米,716米,451米,771米,394米,425米,1372米
锦园君逸西区,未央,16046,2室2厅,102.83平米,883米,372米,486米,477米,427米,440米,1403米
首创国际城,未央,16056,2室1厅,82.84平米,812米,313米,113米,1007米,1257米,418米,1248米
东尚蜂鸟,长安,16060,2室1厅,88.42平米,920米,1156米,742米,832米,1747米,632米,1796米
锦源汉序,莲湖,16067,2室2厅,79.98平米,933米,354米,184米,150米,270米,138米,867米
御锦城智慧树,灞桥,16073,3室2厅,108.88平米,1837米,915米,331米,388米,1101米,271米,307米
旭景碧泽园,雁塔,16087,3室2厅,102.57平米,901米,735米,485米,1358米,430米,231米,
碧桂园凤凰城·天悦,未央,16087,3室2厅,115平米,543米,504米,211米,368米,1742米,242米,568米
高科麓湾国际社区,灞桥,16092,3室2厅,107.51平米,638米,149米,736米,527米,1183米,592米,940米
中国铁建花语城,灞桥,16093,3室2厅,129.25平米,303米,320米,289米,500米,376米,283米,
龙腾华府,灞桥,16095,2室2厅,88.85平米,586米,536米,654米,638米,874米,798米,
御锦城繁花里,灞桥,16096,3室1厅,90.09平米,1352米,1066米,808米,302米,740米,276米,390米
天朗御湖,未央,16098,3室2厅,99.27平米,1142米,547米,74米,296米,107米,322米,1950米
华润二十四城二期,未央,16100,3室1厅,108.7平米,990米,288米,1071米,394米,131米,842米,1598米
太奥广场住宅,莲湖,16105,2室1厅,91.28平米,452米,291米,801米,530米,970米,318米,537米
御锦城智慧树,灞桥,16108,2室1厅,66.43平米,1837米,915米,331米,388米,1101米,271米,307米
九形道,雁塔,16120,2室2厅,65.14平米,1083米,208米,903米,917米,252米,467米,1913米
隆源国际城,未央,16122,3室2厅,83.74平米,1106米,1065米,607米,817米,1967米,696米,1995米
贰号大院,未央,16124,3室2厅,111.02平米,659米,188米,845米,594米,625米,859米,798米
锦绣天下三期,未央,16124,3室2厅,90.55平米,645米,275米,582米,1381米,1469米,1131米,1437米
文景小区西区,未央,16127,3室1厅,127.12平米,406米,480米,80米,500米,1002米,1024米,1979米
盛世长安,长安,16128,2室2厅,83.71平米,962米,274米,261米,557米,576米,998米,726米
中南紫云集,未央,16130,3室1厅,97.34平米,1283米,640米,623米,618米,1523米,1546米,
上和城,莲湖,16145,3室2厅,102.2平米,836米,822米,452米,686米,648米,,974米
天朗御湖,未央,16146,2室1厅,77.42平米,1142米,547米,74米,296米,107米,727米,1950米
鼎正大都城,未央,16151,3室1厅,121.36平米,1412米,1273米,491米,376米,491米,956米,
九形道,雁塔,16152,2室1厅,66平米,1083米,208米,903米,917米,252米,467米,1913米
宏府麒麟山,雁塔,16153,3室2厅,110.2平米,1349米,137米,675米,261米,1257米,930米,
金业缇香山,雁塔,16158,2室1厅,79.22平米,1106米,197米,489米,185米,76米,743米,633米
恒基碧翠锦华,新城区,16162,3室2厅,134.89平米,392米,438米,740米,497米,531米,404米,977米
永和璞玉,雁塔,16163,1室1厅,43.31平米,1954米,407米,266米,768米,647米,563米,1612米
华城国际小区,雁塔,16165,3室1厅,92.18平米,995米,475米,434米,804米,330米,562米,1321米
东方罗马花园,灞桥,16167,2室1厅,43.3平米,294米,208米,300米,626米,645米,425米,
裕昌太阳城,雁塔,16170,2室2厅,95.86平米,409米,695米,145米,432米,831米,68米,434米
祯祥宝库,未央,16175,2室1厅,66.77平米,352米,279米,845米,725米,929米,232米,195米
竹园阳光嘉苑,雁塔,16178,3室2厅,92.72平米,,785米,817米,298米,956米,898米,1458米
兰乔国际城,长安,16182,2室1厅,70.45平米,1129米,897米,490米,518米,710米,959米,1134米
高山流水幸福快车东区,未央,16183,3室2厅,142.13平米,734米,616米,357米,941米,312米,400米,1137米
世园大公馆,灞桥,16187,2室2厅,79.08平米,1921米,186米,750米,768米,862米,861米,335米
华清学府城,新城区,16187,3室2厅,104.41平米,393米,1000米,787米,207米,939米,271米,1287米
碧桂园凤凰城天域,未央,16191,3室1厅,114.88平米,739米,174米,577米,337米,1110米,558米,309米
富力城北区,长安,16192,2室2厅,106.23平米,356米,410米,257米,316米,395米,246米,583米
兰乔国际城,长安,16197,2室1厅,74.03平米,1129米,897米,490米,518米,710米,959米,1134米
恒大御景,灞桥,16197,3室2厅,106.81平米,1775米,211米,1559米,721米,,144米,
高山流水幸福快车东区,未央,16204,3室2厅,135.77平米,734米,616米,357米,941米,312米,400米,1137米
恒大御景,灞桥,16205,2室1厅,78.99平米,1775米,211米,1559米,721米,,144米,
金泰怡景花园,雁塔,16206,3室1厅,116.01平米,196米,37米,515米,1152米,761米,173米,1011米
忆江南,长安,16206,3室2厅,121.56平米,632米,509米,723米,151米,589米,209米,356米
天朗大兴郡蔚蓝悦城,莲湖,16208,3室1厅,123.4平米,551米,420米,161米,1120米,284米,989米,363米
凯旋城,碑林,16209,2室2厅,93.78平米,873米,654米,353米,346米,185米,529米,
绿辰公元赏,雁塔,16215,2室1厅,58.59平米,618米,560米,387米,438米,547米,623米,1683米
紫郡长安,雁塔,16218,3室2厅,131.34平米,1232米,370米,218米,536米,144米,297米,1705米
紫薇田园都市J区,长安,16223,2室2厅,96.16平米,1744米,700米,146米,919米,757米,435米,637米
龙腾华府,灞桥,16225,3室2厅,122.04平米,586米,536米,654米,638米,874米,798米,
宏府麒麟山,雁塔,16234,2室1厅,83.16平米,1349米,137米,675米,261米,1257米,930米,
御锦城繁花里,灞桥,16237,3室2厅,89.92平米,1352米,1066米,808米,302米,740米,276米,390米
御锦城阳光里,灞桥,16251,2室1厅,89.23平米,703米,624米,512米,350米,625米,452米,573米
鼎正大都城,未央,16262,2室1厅,84.25平米,1412米,1273米,491米,376米,491米,956米,
东方罗马花园,灞桥,16262,4室2厅,52.27平米,294米,208米,300米,626米,645米,425米,
荣华北经城南区,未央,16266,2室2厅,76.85平米,694米,200米,752米,626米,324米,947米,732米
蔚蓝花城七色镇B区,莲湖,16270,2室2厅,81.75平米,255米,429米,593米,399米,746米,605米,1122米
龙腾华府,灞桥,16273,2室2厅,79.89平米,586米,536米,654米,638米,874米,798米,
紫薇东进,新城区,16275,3室2厅,129.04平米,1287米,667米,184米,165米,698米,226米,888米
中南·林樾,灞桥,16278,3室2厅,107.51平米,,299米,313米,986米,370米,485米,493米
天朗大兴郡蔚蓝悦城,莲湖,16208,3室1厅,123.4平米,551米,420米,161米,1120米,284米,393米,363米
绿辰公元赏,雁塔,16215,2室1厅,58.59平米,618米,560米,387米,438米,547米,654米,1683米
鼎正大都城,未央,16262,2室1厅,84.25平米,1412米,1273米,491米,376米,491米,744米,
荣华北经城南区,未央,16266,2室2厅,76.85平米,694米,200米,752米,626米,324米,,732米
宏府麒麟山,雁塔,16294,2室1厅,87.15平米,1349米,137米,675米,261米,1257米,930米,
橡树6号,未央,16300,3室2厅,100平米,1007米,565米,1118米,625米,885米,803米,61米
金科天籁城,未央,16303,2室2厅,93.85平米,675米,691米,156米,626米,1210米,788米,177米
华洲城熙悦都,雁塔,16307,2室2厅,58.26平米,1031米,315米,665米,422米,931米,275米,1183米
盛世长安,长安,16309,2室2厅,83.39平米,962米,274米,261米,557米,576米,998米,726米
新兴新庆坊,碑林,16310,1室1厅,43.9平米,379米,579米,273米,188米,562米,145米,156米
盛世长安,长安,16312,3室2厅,97.48平米,962米,274米,261米,557米,576米,998米,726米
群贤道九號,莲湖,16317,1室1厅,37.08平米,708米,556米,234米,340米,356米,1072米,516米
浐灞1号,未央,16319,3室1厅,93.76平米,334米,1198米,165米,709米,890米,281米,
恒大城,雁塔,16319,2室2厅,87.63平米,1117米,379米,1321米,551米,946米,763米,
逸翠园二期i都会,雁塔,16321,3室1厅,64.95平米,1241米,231米,767米,1233米,357米,1368米,365米
美寓华庭（一二期）,雁塔,16323,2室2厅,94.96平米,1348米,647米,405米,583米,61米,391米,1750米
逸翠园二期i都会,雁塔,16324,1室1厅,58.81平米,1241米,231米,767米,1233米,357米,365米,545米
御锦城理想树,灞桥,16327,2室2厅,73.5平米,,570米,279米,355米,1602米,652米,426米
盛世一品,未央,16328,3室1厅,131.68平米,391米,414米,155米,762米,1372米,405米,936米
华润二十四城一期,未央,16330,2室2厅,77.16平米,817米,440米,749米,472米,174米,670米,1706米
美寓华庭（一二期）,雁塔,16332,2室1厅,95.52平米,1348米,647米,405米,583米,61米,391米,1750米
龙湖水晶郦城,莲湖,16338,2室1厅,87.53平米,645米,428米,136米,794米,466米,654米,270米
万象春天一期,雁塔,16342,3室2厅,107.09平米,626米,67米,868米,67米,690米,980米,1067米
万科金色悦城,莲湖,16346,3室2厅,110平米,833米,719米,400米,467米,307米,212米,
天朗大兴郡,莲湖,16346,2室2厅,82.59平米,576米,271米,182米,822米,383米,586米,676米
雅居乐锦城,未央,16346,3室2厅,107.06平米,,759米,864米,706米,618米,659米,1146米
宏府麒麟山,雁塔,16347,2室1厅,63.01平米,1349米,137米,675米,261米,1257米,930米,
雅居乐湖居笔记,长安,16357,3室2厅,94.15平米,,370米,172米,337米,,930米,946米
蔚蓝花城七色镇B区,莲湖,16359,1室1厅,42.18平米,255米,429米,593米,399米,746米,605米,1122米
东方米兰,雁塔,16359,3室2厅,104.53平米,1127米,350米,414米,636米,283米,439米,1582米
华城国际小区,雁塔,16361,2室1厅,65.4平米,995米,475米,434米,804米,330米,562米,1321米
恒大国际城,未央,16368,2室2厅,76.98平米,1143米,525米,428米,464米,1493米,1410米,
万科金色悦城,莲湖,16370,2室1厅,73.92平米,833米,719米,400米,467米,307米,212米,
兰乔国际城,长安,16376,2室1厅,73.28平米,1129米,897米,490米,518米,710米,959米,1134米
高科绿水东城四期,灞桥,16376,3室2厅,84.27平米,,627米,305米,207米,1371米,1397米,1733米
竹园阳光嘉苑,雁塔,16383,2室1厅,94平米,,785米,817米,298米,956米,898米,1458米
鸿基新城,雁塔,16386,3室2厅,125.11平米,,830米,59米,854米,1160米,43米,1285米
首创国际城,未央,16386,2室2厅,84.22平米,812米,313米,113米,1007米,1257米,418米,1248米
紫薇田园都市J区,长安,16389,2室2厅,100.62平米,1744米,700米,146米,919米,757米,435米,637米
华城国际小区,雁塔,16390,1室1厅,38.44平米,995米,475米,434米,804米,330米,562米,1321米
增源航都绿洲,长安,16393,3室2厅,137.87平米,654米,508米,964米,1067米,236米,566米,1274米
中建昆明澜庭,长安,16400,3室2厅,137.81平米,1495米,268米,585米,541米,1527米,130米,
林邑,未央,16400,3室1厅,109.15平米,681米,535米,475米,526米,816米,230米,1998米
紫薇花园洲,灞桥,16408,3室2厅,115.19平米,528米,644米,293米,640米,1414米,229米,1178米
荣民宫园中央,未央,16415,3室2厅,124.89平米,331米,335米,505米,487米,545米,588米,780米
富力城北区,长安,16417,2室1厅,84.06平米,356米,410米,257米,316米,395米,246米,583米
中铁缇香郡,灞桥,16418,2室1厅,77.66平米,206米,587米,636米,527米,197米,752米,1867米
东方罗马花园,灞桥,16419,2室1厅,39.59平米,294米,208米,300米,626米,645米,425米,
湾流,灞桥,16423,3室2厅,109平米,1560米,301米,1097米,117米,,345米,1908米
领先时代广场,雁塔,16424,1室1厅,62.41平米,397米,186米,300米,717米,771米,955米,702米
西安大都荟,雁塔,16426,2室1厅,88.28平米,387米,762米,211米,794米,1144米,96米,530米
金泰怡景花园,雁塔,16434,2室2厅,85.19平米,196米,37米,515米,1152米,761米,173米,1011米
中建尚城,灞桥,16435,2室2厅,88.23平米,1118米,422米,38米,728米,1000米,589米,1115米
万象春天一期,雁塔,16442,2室2厅,87.46平米,626米,67米,868米,67米,690米,980米,1067米
浩林方里,莲湖,16455,1室1厅,45.46平米,744米,466米,683米,315米,179米,230米,1820米
蔚蓝花城七色镇B区,莲湖,16455,1室1厅,53.48平米,255米,429米,593米,399米,746米,605米,1122米
宏府麒麟山,雁塔,16459,2室1厅,71.09平米,1349米,137米,675米,261米,1257米,930米,
兴隆园三区,未央,16459,3室2厅,100.25平米,1023米,484米,509米,580米,222米,1125米,1497米
御锦城繁花里,灞桥,16460,3室2厅,89.92平米,1352米,1066米,808米,302米,740米,276米,390米
智慧新城,长安,16461,3室2厅,113平米,226米,294米,648米,436米,381米,374米,515米
万象春天一期,雁塔,16469,2室2厅,72.26平米,626米,67米,868米,67米,690米,980米,1067米
自然界云宸,未央,16480,3室1厅,98平米,,785米,1038米,1149米,1425米,1002米,1743米
龙腾华府,灞桥,16481,3室1厅,101.94平米,586米,536米,654米,638米,874米,798米,
英皇之都,未央,16482,3室1厅,138.94平米,646米,571米,484米,1031米,1236米,194米,1128米
米罗蓝山,雁塔,16489,1室1厅,42.15平米,400米,603米,547米,482米,542米,1219米,1363米
英皇之都,未央,16489,3室2厅,90.91平米,646米,571米,484米,1031米,1236米,194米,1128米
华润二十四城一期,未央,16490,3室1厅,94平米,817米,440米,749米,472米,174米,670米,1706米
紫薇花园洲,灞桥,16491,3室2厅,118.25平米,528米,644米,293米,640米,1414米,229米,1178米
群星汇,雁塔,16492,3室2厅,145.53平米,672米,467米,334米,730米,440米,410米,1605米
中铁缇香郡,灞桥,16493,2室1厅,77.61平米,206米,587米,636米,527米,197米,752米,1867米
盛城东星,碑林,16500,2室1厅,64.85平米,485米,541米,734米,485米,506米,277米,310米
高新品阁,雁塔,16502,2室2厅,51.51平米,579米,619米,733米,116米,371米,1008米,1023米
公园壹品,未央,16505,2室1厅,57.56平米,851米,172米,1077米,395米,819米,1445米,817米
盛世长安,长安,16505,2室2厅,82.4平米,962米,274米,261米,557米,576米,998米,726米
富力城北区,长安,16506,2室2厅,83.61平米,356米,410米,257米,316米,395米,246米,583米
云玺华府,长安,16510,2室1厅,81.77平米,1489米,807米,656米,257米,1079米,1285米,1615米
铂廷,新城区,16511,2室2厅,78.13平米,970米,198米,177米,906米,860米,1244米,745米
中南樾府,灞桥,16513,3室2厅,105.98平米,1289米,480米,737米,310米,504米,701米,794米
首创国际城,未央,16515,3室2厅,101.73平米,812米,313米,113米,1007米,1257米,418米,1248米
满堂悦MOMA,雁塔,16521,1室0厅,36.5平米,1211米,406米,442米,1091米,953米,449米,
东方罗马花园,灞桥,16527,2室2厅,49.8平米,294米,208米,300米,626米,645米,425米,
振业泊墅,灞桥,16532,4室2厅,150.62平米,327米,688米,1350米,1082米,1537米,658米,902米
天朗大兴郡蔚蓝悦城,莲湖,16534,2室2厅,90.12平米,551米,420米,161米,1120米,284米,393米,363米
晶城秀府,雁塔,16536,2室2厅,91.32平米,765米,869米,952米,620米,607米,498米,659米
紫薇田园都市J区,长安,16539,3室2厅,96.14平米,1744米,700米,146米,919米,757米,435米,637米
御锦城智慧树,灞桥,16540,4室2厅,126.97平米,1837米,915米,331米,388米,1101米,271米,307米
兰乔国际城,长安,16544,3室2厅,88.25平米,1129米,897米,490米,518米,710米,959米,1134米
宏府麒麟山,雁塔,16546,2室2厅,91.87平米,1349米,137米,675米,261米,1257米,770米,
西安大都荟,雁塔,16547,1室1厅,52.58平米,387米,762米,211米,794米,1144米,296米,530米
裕昌太阳城,雁塔,16550,2室2厅,91.24平米,409米,695米,145米,432米,831米,452米,434米
碧桂园凤凰城天域,未央,16552,3室2厅,95.46平米,739米,174米,577米,337米,1110米,558米,309米
华城国际小区,雁塔,16553,1室1厅,42.29平米,995米,475米,434米,804米,330米,562米,1321米
凤城庭院,未央,16555,2室2厅,87.59平米,836米,122米,693米,446米,579米,814米,962米
金辉天鹅湾,莲湖,16556,2室1厅,85.77平米,375米,570米,231米,751米,445米,476米,1959米
海亮唐宁府,雁塔,16561,3室2厅,129.83平米,760米,1120米,1575米,249米,1231米,187米,
荣德棕榈阳光,未央,16573,2室2厅,91.72平米,602米,93米,715米,518米,868米,837米,1915米
曲江观唐,雁塔,16575,2室2厅,104.38平米,1224米,662米,895米,903米,757米,614米,712米
恒大城,雁塔,16577,2室1厅,90.49平米,1117米,379米,1321米,551米,946米,763米,
盛世长安,长安,16583,3室2厅,94.68平米,962米,274米,261米,557米,576米,998米,726米
翠屏湾二期,灞桥,16583,2室1厅,49.45平米,413米,145米,541米,716米,684米,565米,
绿地与湖,雁塔,16584,3室2厅,132.54平米,1599米,540米,226米,707米,407米,520米,1593米
华清学府城,新城区,16608,3室2厅,99.35平米,393米,1000米,787米,207米,939米,271米,1287米
华远君城,未央,16611,1室1厅,59平米,1339米,1409米,1074米,43米,1158米,271米,1037米
鼎正大都城,未央,16618,2室1厅,84.25平米,1412米,1273米,491米,376米,491米,956米,
荣城,碑林,16623,2室2厅,83.02平米,630米,566米,714米,1101米,883米,1218米,1542米
永和璞玉,雁塔,16625,1室0厅,43.31平米,1954米,407米,266米,768米,647米,563米,1612米
首创漫香郡,未央,16628,2室1厅,89.61平米,466米,280米,597米,997米,311米,513米,1678米
恒大御景,灞桥,16632,3室2厅,123.26平米,1775米,211米,1559米,721米,,144米,
保利和光尘樾,长安,16632,3室2厅,129.27平米,,183米,557米,373米,914米,396米,1387米
紫薇希望城西区,未央,16637,2室1厅,78.08平米,987米,812米,141米,1022米,106米,158米,1282米
高速太白锦苑,雁塔,16637,3室2厅,117.21平米,760米,517米,566米,535米,219米,783米,1179米
东尚蜂鸟,长安,16638,1室0厅,39.37平米,920米,1156米,742米,832米,1747米,632米,1796米
保利金香槟,未央,16641,2室2厅,83.53平米,797米,276米,163米,627米,129米,769米,
保利金香槟,未央,16641,2室1厅,83.53平米,797米,276米,163米,627米,129米,769米,
东方罗马花园,灞桥,16645,4室1厅,52.27平米,294米,208米,300米,626米,645米,425米,
东尚蜂鸟,长安,16649,2室1厅,75.08平米,920米,1156米,742米,832米,1747米,632米,1796米
恒大城,雁塔,16651,2室1厅,90.09平米,1117米,379米,1321米,551米,946米,763米,
御锦城阳光里,灞桥,16653,1室1厅,48.04平米,703米,624米,512米,350米,625米,452米,573米
宏府麒麟山,雁塔,16659,2室1厅,75.63平米,1349米,137米,675米,261米,1257米,930米,
万科金色悦城,莲湖,16663,2室1厅,73.22平米,833米,719米,400米,467米,307米,212米,
城市星钻,未央,16670,4室2厅,134.98平米,637米,966米,450米,205米,1873米,631米,598米
兰乔国际城,长安,16684,3室2厅,88.71平米,1129米,897米,490米,518米,710米,959米,1134米
御锦城繁花里,灞桥,16686,3室2厅,89平米,1352米,1066米,808米,302米,740米,276米,390米
紫郡长安,雁塔,16686,2室1厅,87.5平米,1232米,370米,218米,536米,144米,297米,1705米
紫薇田园都市A区,长安,16688,3室2厅,134.83平米,,425米,106米,424米,487米,385米,1195米
荣民宫园中央,未央,16692,2室1厅,88.07平米,331米,335米,505米,487米,545米,780米,205米
紫薇田园都市K区,长安,16692,3室2厅,131.8平米,,274米,310米,491米,329米,640米,914米
荣华金域名城,未央,16698,3室2厅,109.6平米,340米,349米,787米,388米,495米,517米,182米
浐灞半岛A14区,灞桥,16699,3室2厅,125.76平米,712米,647米,177米,1050米,750米,171米,
东方罗马花园,灞桥,16700,2室1厅,40.12平米,294米,208米,300米,626米,645米,425米,
中建开元城,未央,16703,4室2厅,124.53平米,154米,252米,512米,584米,349米,230米,
万象湾,灞桥,16704,3室2厅,104.65平米,1495米,435米,724米,585米,1377米,1234米,1428米
紫薇东进,新城区,16706,3室2厅,125.71平米,1287米,667米,184米,165米,698米,226米,888米
绿地与湖南区,雁塔,16711,3室2厅,110.71平米,522米,664米,620米,640米,1059米,752米,614米
凯旋城,碑林,16715,2室1厅,94.53平米,873米,654米,353米,346米,185米,529米,
米罗蓝山,雁塔,16716,2室1厅,68.8平米,400米,603米,547米,482米,542米,407米,1363米
裕昌太阳城,雁塔,16717,2室2厅,92.72平米,409米,695米,145米,432米,831米,68米,434米
恒大御景,灞桥,16720,3室2厅,137.56平米,1775米,211米,1559米,721米,,144米,
美寓华庭（一二期）,雁塔,16721,2室1厅,67.58平米,1348米,647米,405米,583米,61米,391米,1750米
宁合世嘉,莲湖,16722,2室2厅,85.82平米,1180米,872米,863米,223米,903米,132米,645米
湾流,灞桥,16723,3室1厅,95.08平米,1560米,301米,1097米,117米,,345米,1908米
云玺华府,长安,16734,2室2厅,82.47平米,1489米,807米,656米,257米,1079米,843米,1615米
浐灞1号,未央,16743,3室1厅,91.98平米,334米,1198米,165米,709米,890米,281米,
紫郡长安,雁塔,16743,2室1厅,87.5平米,1232米,370米,218米,536米,144米,297米,1705米
云玺华府,长安,16744,2室1厅,84.81平米,1489米,807米,656米,257米,1079米,843米,1615米
华润二十四城一期,未央,16748,3室2厅,90.76平米,817米,440米,749米,472米,174米,670米,1706米
华润二十四城一期,未央,16754,3室1厅,90.73平米,817米,440米,749米,472米,174米,670米,1706米
云玺华府,长安,16768,2室1厅,61.43平米,1489米,807米,656米,257米,1079米,843米,1615米
裕昌太阳城,雁塔,16772,3室2厅,156.22平米,409米,695米,145米,432米,831米,68米,434米
富力城北区,长安,16774,2室1厅,84.06平米,356米,410米,257米,316米,395米,246米,583米
保利金香槟,未央,16779,3室1厅,98.34平米,797米,276米,163米,627米,129米,769米,
阳光台,未央,16780,4室2厅,127.54平米,1168米,223米,183米,339米,296米,286米,669米
雅居乐锦城,未央,16784,3室2厅,97.12平米,,759米,864米,706米,618米,659米,1146米
天朗御湖,未央,16785,1室1厅,53.92平米,1142米,547米,74米,296米,107米,727米,1950米
中国铁建瑞园,雁塔,16786,2室2厅,91.15平米,841米,476米,203米,549米,348米,672米,1492米
恒大城,雁塔,16791,2室1厅,90.53平米,1117米,379米,1321米,551米,946米,763米,
增源航都绿洲,长安,16791,2室2厅,110.18平米,654米,508米,964米,1067米,236米,566米,1274米
龙湖香醍国际社区,灞桥,16791,2室2厅,89.93平米,1370米,611米,880米,685米,1203米,272米,1508米
复地优尚国际一期,雁塔,16795,3室1厅,88.72平米,1401米,1215米,228米,398米,1946米,589米,
雅居乐湖居笔记,长安,16802,3室2厅,94.04平米,,370米,172米,337米,,930米,946米
英皇之都,未央,16805,3室2厅,112.47平米,646米,571米,484米,1031米,1236米,194米,1128米
浐灞1号,未央,16812,3室2厅,111.83平米,334米,1198米,165米,709米,890米,281米,
万家灯火,雁塔,16814,3室1厅,115.98平米,1244米,716米,451米,771米,394米,425米,1372米
华城万象,雁塔,16814,2室2厅,88.62平米,837米,552米,108米,955米,233米,288米,1166米
万科金色悦城,莲湖,16818,2室1厅,73.14平米,833米,719米,400米,467米,307米,212米,
龙城铭园一期,雁塔,16822,2室2厅,93.93平米,1843米,391米,297米,547米,1196米,192米,1888米
兰蒂斯城3期,碑林,16822,3室2厅,132.57平米,813米,156米,213米,291米,263米,410米,694米
雅荷春天,未央,16824,2室2厅,92.73平米,469米,496米,749米,780米,259米,455米,464米
智慧新城,长安,16828,3室1厅,127.77平米,226米,294米,648米,436米,381米,374米,515米
昆明花园,雁塔,16831,3室2厅,118.24平米,684米,775米,399米,1202米,821米,494米,1829米
