community_name,area,unit_price,room,size,subway,bus,kindergarten,primary-school,hospital,supermarket,park
陕建机施集团第一社区,新城区,8943,2室1厅,69.33平米,465米,414米,170米,122米,867米,246米,1685米
西航外招小区北区,未央,8952,2室2厅,71.37平米,905米,887米,531米,756米,628米,971米,454米
大华锦绣,灞桥,8964,3室1厅,99.29平米,711米,535米,329米,316米,288米,793米,368米
暻秀天下,高陵,8966,3室2厅,97.04平米,,309米,922米,960米,517米,486米,
建行家属院,长安,8966,2室1厅,72.5平米,202米,223米,378米,1364米,203米,381米,1292米
天心苑,未央,8967,3室2厅,144.99平米,670米,419米,1056米,1012米,385米,676米,591米
雅逸新城二期,莲湖,8972,1室0厅,31.21平米,726米,364米,78米,226米,1404米,829米,737米
高山流水和城,雁塔,8976,2室1厅,89.13平米,683米,958米,1262米,284米,847米,953米,185米
天沁园,长安,8977,2室1厅,64.61平米,1513米,425米,655米,591米,430米,1793米,
枣园小区,灞桥,8983,2室1厅,62.34平米,1021米,138米,312米,805米,391米,546米,1287米
河滨丽景苑,灞桥,8996,2室2厅,87.49平米,1062米,214米,192米,617米,870米,660米,984米
陕建机第三社区,新城区,9000,2室2厅,83.34平米,694米,644米,116米,354米,762米,461米,1919米
金裕青青家园,灞桥,9004,2室2厅,103.29平米,1013米,293米,516米,320米,661米,278米,974米
水榭花都,高陵,9005,1室1厅,22.21平米,,605米,151米,925米,992米,936米,
燃料公司家属院,莲湖,9010,2室1厅,55.5平米,380米,313米,379米,447米,218米,970米,726米
金裕青青家园,灞桥,9013,2室1厅,79.89平米,1013米,293米,516米,320米,661米,278米,974米
爱尚泾渭,高陵,9019,2室2厅,52.67平米,,186米,132米,948米,1118米,1135米,
青门新区,未央,9022,3室1厅,80.92平米,1335米,561米,752米,937米,955米,895米,662米
教育局材料站家属院,长安,9025,3室2厅,119.67平米,763米,408米,80米,40米,334米,477米,1340米
城东小筑,碑林,9027,2室2厅,98.6平米,722米,624米,136米,320米,318米,530米,537米
颐和盛世,高陵,9028,3室2厅,121.85平米,,1612米,1401米,1717米,1374米,1353米,
凤城四路移动大楼,未央,9029,3室2厅,197.16平米,290米,211米,940米,543米,829米,140米,826米
农机校家属楼,长安,9032,3室1厅,130.65平米,927米,327米,725米,321米,673米,659米,1540米
恒大雅苑,高陵,9036,3室2厅,114平米,1062米,414米,774米,871米,935米,464米,
新华小区（长安）,长安,9040,3室2厅,130.54平米,709米,377米,524米,1047米,393米,177米,452米
凯悦华庭小区,雁塔,9044,1室0厅,21.01平米,1052米,57米,398米,447米,892米,853米,1325米
火炬路社区,新城区,9044,2室1厅,58.05平米,469米,362米,587米,424米,661米,630米,896米
万寿小区,新城区,9053,2室2厅,66.28平米,855米,416米,269米,1289米,485米,503米,762米
水榭花都,高陵,9060,2室1厅,32.01平米,,605米,151米,925米,992米,936米,
华清园,灞桥,9062,2室2厅,86.08平米,1235米,297米,362米,232米,779米,210米,1097米
当代惠尔满堂悦MOMΛ,高陵,9065,3室2厅,129.07平米,1873米,211米,804米,869米,1845米,297米,
中联西北工程设计研究院家属院(莲湖),莲湖,9074,2室1厅,58.41平米,869米,606米,628米,499米,533米,881米,849米
八水洋房,莲湖,9074,3室1厅,106.9平米,772米,330米,255米,369米,1052米,344米,1269米
天正银河湾,高陵,9076,2室1厅,57.3平米,,381米,423米,400米,643米,76米,
华远药材家属院,新城区,9082,2室1厅,60.01平米,1035米,1082米,468米,905米,1027米,1037米,701米
世纪锦绣,莲湖,9087,3室1厅,84.74平米,578米,845米,111米,578米,183米,1209米,416米
山水秦唐,临潼,9097,2室2厅,95.97平米,410米,336米,99米,133米,353米,751米,
7171厂北院住宅小区,长安,9102,3室2厅,107.67平米,608米,204米,697米,770米,102米,1264米,1471米
光明小区(未央),未央,9109,3室2厅,126.26平米,565米,562米,587米,681米,385米,720米,1070米
兴中路散排,莲湖,9118,2室1厅,72.39平米,935米,628米,61米,363米,564米,815米,1177米
六棉前进小区,灞桥,9118,2室2厅,92.13平米,380米,1045米,191米,210米,488米,439米,1385米
青门小区西区,莲湖,9120,2室2厅,58.12平米,1414米,162米,532米,254米,587米,1462米,237米
金裕青青家园,灞桥,9122,2室1厅,80.03平米,1013米,293米,516米,320米,661米,278米,974米
嘉园馨苑,高陵,9130,2室2厅,73.39平米,,244米,541米,234米,487米,204米,
亚冠大厦,未央,9140,1室1厅,61.27平米,1017米,312米,654米,808米,516米,1745米,502米
外贸小区,长安,9148,2室2厅,81.99平米,504米,484米,387米,1162米,614米,265米,1673米
北城新天地,高陵,9151,2室2厅,46.99平米,799米,288米,427米,355米,975米,253米,
陕西省水电物资总公司,新城区,9151,3室1厅,90.92平米,563米,638米,1145米,289米,726米,916米,94米
庆华南区,灞桥,9152,2室2厅,71.03平米,455米,275米,337米,272米,292米,214米,1947米
青门小区西区,莲湖,9153,2室1厅,54.63平米,1414米,162米,532米,254米,587米,1462米,237米
西北电力设计院小区,新城区,9156,2室1厅,64.44平米,620米,580米,356米,399米,640米,616米,1687米
任家庄,莲湖,9157,1室1厅,57.88平米,509米,477米,655米,231米,270米,930米,599米
西北电建四公司,灞桥,9159,3室2厅,93.9平米,608米,607米,607米,641米,435米,571米,295米
明德广厦,雁塔,9163,3室2厅,138.6平米,1028米,738米,940米,149米,517米,181米,469米
铁路信号厂小区,新城区,9167,2室1厅,54平米,448米,368米,601米,286米,1066米,295米,316米
六棉前进小区,灞桥,9168,2室2厅,82.9平米,380米,1045米,191米,210米,488米,439米,1385米
恒大雅苑,高陵,9174,3室2厅,121平米,1062米,414米,774米,871米,935米,464米,
西安水泵总厂新小区,长安,9181,3室2厅,97.92平米,495米,144米,169米,829米,578米,183米,937米
原国税小区,长安,9183,2室1厅,56.63平米,566米,495米,736米,842米,541米,414米,521米
雅逸新城二期,莲湖,9187,1室0厅,37.01平米,726米,364米,78米,226米,1404米,737米,1328米
凯悦华庭小区,雁塔,9199,1室0厅,16.09平米,1052米,57米,398米,447米,892米,552米,1325米
青门新区,未央,9207,2室1厅,58.11平米,1335米,561米,752米,937米,955米,,933米
汇邦上东城,临潼,9209,2室2厅,86.66平米,778米,401米,130米,573米,858米,174米,
吉源花园,长安,9217,3室2厅,112.83平米,375米,351米,181米,1037米,474米,152米,1778米
恒大雅苑,高陵,9221,3室2厅,111.6平米,1062米,414米,774米,871米,935米,464米,
潘家村226号,莲湖,9223,2室2厅,106.26平米,689米,535米,120米,280米,251米,1052米,436米
恒大嘉里公馆,新城区,9234,1室0厅,32.49平米,925米,160米,353米,632米,396米,231米,283米
金裕青青家园,灞桥,9243,2室2厅,88.72平米,1013米,293米,516米,320米,661米,278米,974米
八仙庵煤电家属院,碑林,9245,3室1厅,62.2平米,602米,710米,563米,491米,706米,378米,328米
渭水茗居,高陵,9251,2室1厅,73.29平米,,291米,492米,355米,149米,659米,
龙御花园,莲湖,9253,2室1厅,95.11平米,416米,474米,118米,319米,510米,348米,272米
河滨丽景苑,灞桥,9270,2室2厅,102.48平米,1062米,214米,192米,617米,870米,660米,984米
雅荷智能家园,未央,9270,2室2厅,103.56平米,338米,512米,511米,490米,623米,1168米,624米
伞塔路219号,碑林,9277,3室1厅,70.07平米,870米,531米,289米,415米,276米,826米,408米
民生新邨,新城区,9283,2室1厅,80.8平米,565米,263米,710米,603米,292米,756米,1271米
纺织城商业大厦,灞桥,9284,2室1厅,80.78平米,629米,440米,373米,183米,628米,318米,387米
浐灞新城三期,灞桥,9286,2室1厅,86.16平米,1063米,287米,235米,954米,262米,888米,1660米
丰禾小区,莲湖,9286,2室2厅,71.08平米,763米,173米,44米,626米,786米,580米,1355米
美好名流水晶宫,未央,9288,3室2厅,147.51平米,1100米,98米,877米,624米,712米,707米,1200米
金隆住宅小区,莲湖,9296,2室1厅,73.69平米,305米,487米,586米,544米,437米,400米,677米
长安区青年南街开发住宅一区,长安,9304,2室1厅,68.79平米,544米,339米,589米,187米,297米,355米,969米
景怡鑫苑,新城区,9307,2室2厅,96.71平米,1357米,979米,551米,1276米,263米,1741米,946米
维也纳森林,高陵,9324,2室1厅,41.83平米,369米,497米,706米,439米,1885米,670米,1105米
利君南苑,莲湖,9327,2室1厅,52.54平米,960米,1359米,150米,551米,187米,342米,1051米
恒大雅苑,高陵,9335,3室2厅,121.06平米,1062米,414米,774米,871米,935米,464米,
河滨丽景苑,灞桥,9337,2室2厅,88.36平米,1062米,214米,192米,617米,870米,660米,984米
振兴小区,灞桥,9346,2室1厅,62.06平米,888米,142米,198米,258米,602米,1102米,1086米
市委家属院北区,碑林,9348,2室1厅,58.84平米,636米,711米,372米,334米,347米,530米,523米
天正银河湾,高陵,9370,2室2厅,83.25平米,,381米,423米,400米,643米,76米,
西旅国际,雁塔,9375,1室0厅,31.47平米,592米,1170米,310米,181米,604米,99米,401米
西旅国际,雁塔,9375,1室0厅,39.04平米,592米,1170米,310米,181米,604米,534米,401米
西玛大厦,新城区,9376,2室1厅,99.19平米,384米,411米,892米,627米,1581米,289米,1201米
文景小区西区,未央,9381,1室0厅,21.32平米,406米,480米,80米,500米,1002米,1024米,1979米
民洁小区,雁塔,9386,2室2厅,91.63平米,704米,684米,800米,1356米,716米,382米,
群星莱骊,临潼,9389,4室2厅,125.68平米,261米,443米,123米,1152米,830米,131米,1349米
兰乔圣菲,雁塔,9392,2室1厅,50.58平米,1309米,212米,82米,275米,322米,614米,637米
博尚希望城,临潼,9394,1室0厅,29.49平米,1598米,133米,124米,716米,892米,128米,603米
三幼家属院,长安,9394,3室2厅,138.39平米,727米,385米,109米,81米,341米,453米,1312米
泵阀厂家属院,新城区,9405,2室1厅,57.42平米,482米,530米,462米,205米,579米,600米,750米
公共交通第三公司家属院106街坊,新城区,9406,2室2厅,66.45平米,565米,592米,384米,251米,105米,587米,929米
恒大雅苑,高陵,9422,3室2厅,121平米,1062米,414米,774米,871米,935米,464米,
西旅国际,雁塔,9422,1室0厅,53.07平米,592米,1170米,310米,181米,604米,534米,401米
新西蓝一期,雁塔,9425,1室0厅,47.75平米,213米,830米,122米,769米,1226米,253米,256米
公园国际,莲湖,9426,3室2厅,164.44平米,691米,408米,498米,654米,120米,1368米,508米
八水洋房,莲湖,9431,2室1厅,82.71平米,772米,330米,255米,369米,1052米,867米,1269米
民航社区,莲湖,9434,2室2厅,72.08平米,192米,232米,101米,585米,494米,670米,1297米
世纪广场小区,新城区,9451,2室2厅,104.55平米,268米,524米,900米,679米,559米,927米,1204米
三幼家属院,长安,9455,3室2厅,139.61平米,727米,385米,109米,81米,341米,453米,1312米
小寨西路114号院,雁塔,9464,2室1厅,60.23平米,736米,640米,157米,55米,486米,934米,753米
保吉巷小区,碑林,9465,2室1厅,51.77平米,707米,791米,617米,277米,627米,820米,594米
中山门小区西区,新城区,9468,2室1厅,42.04平米,675米,196米,125米,921米,374米,602米,205米
华宇陶苑居,未央,9477,3室2厅,115.02平米,1120米,546米,811米,832米,664米,253米,1370米
枣园安居小区东区,未央,9481,2室1厅,67.51平米,1176米,854米,594米,611米,720米,486米,548米
龙御花园,莲湖,9482,2室1厅,94.92平米,416米,474米,118米,319米,510米,272米,285米
蔚蓝花城,莲湖,9491,4室2厅,194.94平米,438米,266米,454米,696米,560米,237米,1500米
恒大雅苑,高陵,9491,3室2厅,120.12平米,1062米,414米,774米,871米,935米,464米,
新一代国际公寓,雁塔,9499,1室1厅,53.69平米,199米,475米,371米,548米,574米,1318米,1183米
白庙馨苑小区,碑林,9500,2室2厅,60平米,626米,1066米,419米,551米,1049米,877米,1290米
司法局家属院,长安,9501,3室2厅,112.62平米,776米,613米,731米,374米,360米,143米,844米
八府庄小区,新城区,9507,3室1厅,99.93平米,838米,404米,445米,862米,1104米,1529米,318米
陕西送变电工程公司家属院,碑林,9507,3室1厅,76.26平米,252米,695米,596米,433米,932米,591米,1898米
新街坊人家小区,莲湖,9513,2室1厅,59.92平米,864米,374米,425米,428米,738米,259米,975米
碧水云轩,碑林,9514,2室1厅,97.76平米,177米,272米,457米,746米,1012米,1176米,567米
锦业大厦,雁塔,9520,2室1厅,94.54平米,1787米,813米,443米,404米,300米,939米,1611米
桃苑红杉郡,临潼,9526,2室1厅,87.13平米,698米,71米,396米,222米,631米,830米,
泾渭上城,高陵,9542,2室2厅,37.73平米,1486米,522米,117米,787米,781米,483米,567米
黄河住宅东区,新城区,9543,2室1厅,78.07平米,814米,642米,495米,503米,314米,527米,
莲湖路第1散排,莲湖,9552,2室1厅,65.96平米,465米,284米,539米,973米,1089米,1554米,225米
芳馨园,未央,9555,3室1厅,86.87平米,652米,293米,529米,821米,801米,350米,1188米
珠江新城南区摩卡小镇A区,未央,9561,3室2厅,130.74平米,308米,429米,194米,820米,645米,1039米,1191米
乐居场小区,碑林,9573,2室1厅,62.68平米,326米,582米,73米,350米,926米,226米,1261米
爱尚泾渭,高陵,9575,1室1厅,26.11平米,,186米,132米,948米,1118米,1135米,
康吧小区,长安,9576,2室2厅,90.86平米,727米,299米,445米,878米,670米,525米,1521米
世纪广场小区,新城区,9595,2室1厅,87.55平米,268米,524米,900米,679米,559米,927米,1204米
天沣园,长安,9597,2室1厅,64.61平米,1153米,244米,108米,95米,223米,583米,1888米
西光三十五街坊,新城区,9599,2室1厅,56.26平米,1059米,583米,545米,427米,721米,673米,586米
龙苑大厦,新城区,9601,3室2厅,113.54平米,939米,104米,399米,226米,144米,487米,928米
城堡酒店住宅小区,碑林,9602,2室1厅,78.11平米,697米,673米,832米,1073米,307米,965米,1957米
潘家村226号,莲湖,9617,2室2厅,106.07平米,689米,535米,120米,280米,251米,436米,462米
阳光小区1号东区,莲湖,9617,2室1厅,56.62平米,553米,389米,424米,653米,242米,1065米,966米
药王洞48号院,莲湖,9623,2室1厅,57.16平米,861米,788米,681米,406米,1025米,1480米,443米
白桦林家愿,高陵,9626,2室2厅,84.15平米,,274米,152米,1078米,1267米,518米,
吉安小区,长安,9639,3室2厅,119.31平米,360米,339米,262米,1037米,470米,119米,1682米
西仪一零三小区,莲湖,9644,2室1厅,51.85平米,799米,607米,193米,363米,267米,490米,564米
金仕华城,未央,9644,3室2厅,116.14平米,1088米,371米,464米,396米,1015米,384米,1819米
阳光丽城,雁塔,9647,3室2厅,148.24平米,939米,421米,268米,171米,405米,410米,303米
北城新天地,高陵,9649,3室2厅,63.22平米,799米,288米,427米,355米,975米,253米,
海轩梦想100,高陵,9674,3室1厅,92平米,524米,148米,487米,542米,,171米,1881米
庆华南区,灞桥,9675,2室2厅,66.15平米,455米,275米,337米,272米,292米,214米,1947米
海星未来城,碑林,9679,1室0厅,42.88平米,697米,1082米,601米,549米,256米,147米,1773米
华清园,灞桥,9679,2室2厅,85.76平米,1235米,297米,362米,232米,779米,210米,1097米
西安电力高等专科学校住宅区,碑林,9679,2室1厅,64.06平米,555米,420米,697米,450米,310米,404米,313米
双鱼花园广场,雁塔,9680,2室1厅,86.78平米,704米,336米,362米,713米,174米,1465米,1150米
康吧小区,长安,9686,2室1厅,90.86平米,727米,299米,445米,878米,670米,525米,1521米
糖果SOHO,雁塔,9686,2室2厅,73.82平米,474米,948米,593米,1280米,511米,503米,507米
天正银河湾,高陵,9692,3室1厅,96.99平米,,381米,423米,400米,643米,76米,
物产集团,莲湖,9693,2室1厅,73.25平米,493米,429米,341米,115米,368米,1030米,617米
莲湖生活家,莲湖,9694,3室2厅,102.13平米,817米,254米,740米,153米,1180米,695米,1125米
谭家小区,未央,9699,2室1厅,86.61平米,307米,675米,1181米,361米,715米,867米,987米
西北电力建设器材总厂家属院,灞桥,9702,2室1厅,63.91平米,444米,447米,615米,829米,475米,451米,489米
青门新区,未央,9708,3室1厅,70.05平米,1335米,561米,752米,937米,955米,895米,933米
天正银河湾,高陵,9711,1室1厅,51.49平米,,381米,423米,400米,643米,76米,
天湖名郡,高陵,9712,3室2厅,109.15平米,1391米,831米,323米,1064米,,991米,958米
蔚蓝花城,莲湖,9719,4室2厅,197.04平米,438米,266米,454米,696米,560米,520米,1500米
化工大院,莲湖,9723,2室1厅,75.08平米,788米,790米,615米,609米,417米,1333米,913米
航天西路108号,长安,9729,3室2厅,131.57平米,1020米,714米,945米,771米,597米,1802米,
恒大江湾,未央,9737,1室1厅,55.46平米,,675米,1253米,173米,1127米,1436米,718米
东站小区,未央,9742,3室2厅,97.52平米,1109米,772米,1010米,607米,1956米,166米,1846米
兰乔圣菲,雁塔,9749,1室1厅,36.93平米,1309米,212米,82米,275米,322米,67米,637米
省人民医院家属院,碑林,9769,3室1厅,81.79平米,507米,389米,858米,298米,118米,623米,1814米
天正银河湾,高陵,9776,3室1厅,118.67平米,,381米,423米,400米,643米,76米,
城南鑫苑,碑林,9780,2室2厅,95.1平米,512米,187米,624米,1015米,805米,942米,1568米
领先时代广场,雁塔,9788,2室2厅,135.89平米,397米,186米,300米,717米,771米,955米,702米
自强西路,莲湖,9788,3室2厅,95.02平米,612米,542米,863米,402米,158米,1663米,584米
电厂第二社区,灞桥,9789,2室1厅,78.66平米,1434米,541米,1044米,843米,1114米,525米,949米
乐园小区,长安,9794,2室2厅,82.71平米,750米,488米,1049米,712米,557米,396米,436米
群星莱骊,临潼,9798,2室2厅,88.8平米,261米,443米,123米,1152米,830米,131米,1349米
龙首东北小区,莲湖,9817,3室2厅,81.39平米,352米,429米,162米,143米,622米,297米,265米
祥和居,未央,9824,3室2厅,120.63平米,1001米,177米,151米,433米,438米,302米,1803米
农林巷八号院,雁塔,9825,2室1厅,72.27平米,509米,630米,760米,372米,233米,964米,751米
凯悦华庭小区,雁塔,9825,1室0厅,34.2平米,1052米,57米,398米,447米,892米,552米,1325米
三十九所生活一区,雁塔,9830,3室1厅,76.3平米,1772米,640米,304米,975米,1086米,615米,798米
五环节约坊,灞桥,9835,3室2厅,96.6平米,702米,259米,246米,704米,287米,381米,1254米
陕建机施集团第一社区,新城区,9851,2室1厅,73.09平米,465米,414米,170米,122米,867米,307米,1685米
工商莲湖分局铁塔寺家属院,莲湖,9853,3室1厅,76.12平米,415米,730米,856米,241米,579米,785米,494米
青龙小区,雁塔,9856,2室1厅,65.95平米,843米,474米,626米,942米,443米,1125米,1978米
南苑机关小区,碑林,9868,2室1厅,89.18平米,484米,423米,582米,431米,316米,237米,459米
际华西苑,碑林,9881,2室1厅,86.03平米,1214米,336米,66米,672米,538米,841米,
西铁大明宫小区,未央,9883,2室1厅,63.75平米,572米,264米,174米,268米,41米,39米,1066米
合作小区,灞桥,9883,2室1厅,62.23平米,322米,908米,400米,397米,191米,365米,970米
佳馨花园,未央,9891,3室2厅,121.33平米,538米,886米,754米,404米,801米,1228米,1275米
世纪锦绣,莲湖,9893,3室1厅,89.97平米,578米,845米,111米,578米,183米,363米,416米
热力小区,雁塔,9905,2室2厅,93.39平米,597米,718米,281米,401米,775米,523米,
吉安小区,长安,9913,2室2厅,88.78平米,360米,339米,262米,1037米,470米,119米,1682米
农行家属院,碑林,9922,3室1厅,78.62平米,467米,457米,715米,760米,396米,1549米,1130米
长安易居,未央,9924,3室1厅,124.96平米,1080米,442米,213米,343米,725米,224米,1800米
新西蓝一期,雁塔,9925,1室1厅,81.62平米,213米,830米,122米,769米,1226米,253米,506米
科研新村,灞桥,9933,2室1厅,83.56平米,778米,123米,533米,207米,377米,731米,775米
新科花园,雁塔,9942,2室1厅,78.46平米,705米,307米,722米,549米,417米,902米,276米
大庆路社区物资家属院,莲湖,9951,2室2厅,81.4平米,313米,218米,637米,475米,571米,1407米,392米
水榭花都,高陵,9959,1室1厅,17.07平米,,605米,151米,925米,992米,936米,
环城南路48号院,碑林,9962,2室1厅,57.22平米,688米,574米,381米,455米,772米,588米,
伞塔路219号,碑林,9963,2室1厅,53.2平米,870米,531米,289米,415米,276米,408米,1144米
富丽园,未央,9963,3室2厅,148.55平米,769米,598米,548米,704米,1111米,953米,868米
西影路小学家属院,雁塔,9968,2室2厅,96.41平米,590米,215米,97米,104米,334米,852米,1998米
东方星家园,雁塔,9972,2室2厅,95.27平米,406米,394米,220米,646米,750米,219米,672米
长征左邻右舍,碑林,9976,2室2厅,92.23平米,819米,726米,283米,282米,1034米,569米,1787米
五环节约坊,灞桥,9979,2室1厅,55.12平米,702米,259米,246米,704米,287米,381米,1254米
潘家村226号,莲湖,9979,2室2厅,106.23平米,689米,535米,120米,280米,251米,436米,462米
新艺城,碑林,9980,2室1厅,79.16平米,260米,908米,613米,227米,731米,794米,1711米
贝特智能佳园,碑林,9983,2室2厅,107.19平米,384米,462米,711米,741米,373米,1493米,1188米
谭家小区,未央,9989,2室2厅,88.1平米,307米,675米,1181米,361米,715米,867米,987米
唐园小区,雁塔,9994,3室1厅,98.06平米,492米,328米,801米,33米,413米,356米,1291米
万华园住宅小区,未央,9997,2室2厅,80.03平米,774米,369米,520米,653米,339米,283米,504米
西安蓝天小区,灞桥,9999,3室2厅,127.02平米,754米,469米,805米,887米,413米,327米,889米
保利心语花园,未央,10000,1室0厅,30平米,898米,399米,707米,688米,1104米,1082米,1625米
振兴小区,灞桥,10000,2室2厅,67平米,888米,142米,198米,258米,602米,320米,1086米
崇立金世园,雁塔,10000,1室1厅,59平米,611米,725米,457米,315米,720米,819米,795米
文化馆小区,长安,10002,2室1厅,74.49平米,136米,288米,253米,355米,109米,125米,1207米
含光路邮电住宅小区,碑林,10003,1室1厅,35.99平米,562米,599米,706米,509米,812米,395米,1070米
纺建路8号,灞桥,10018,2室2厅,72.87平米,682米,527米,169米,520米,411米,717米,595米
建行家属院(兴庆北路),碑林,10020,2室2厅,101.8平米,822米,453米,375米,490米,194米,737米,331米
三棉社区南区,灞桥,10029,2室1厅,65.71平米,485米,177米,299米,264米,559米,692米,570米
祥和居,未央,10032,2室1厅,68.78平米,1001米,177米,151米,433米,438米,302米,1803米
陕西省电力公司兴庆路社区,碑林,10043,2室1厅,51.28平米,654米,696米,192米,204米,437米,509米,521米
钟楼小区,碑林,10051,1室1厅,43.78平米,590米,213米,702米,716米,335米,227米,847米
中联西北工程设计研究院家属院(莲湖),莲湖,10058,2室1厅,64.63平米,869米,606米,628米,499米,533米,881米,849米
康乐小区,长安,10058,2室1厅,83.52平米,477米,69米,199米,367米,257米,136米,1000米
大话南门,碑林,10073,1室0厅,30.28平米,158米,161米,322米,484米,259米,376米,1591米
兰空桃园小区,莲湖,10078,3室2厅,119.08平米,995米,704米,362米,239米,606米,899米,1104米
泰和居,未央,10082,2室1厅,69.93平米,910米,259米,447米,201米,139米,370米,1780米
东新街240号,新城区,10082,2室1厅,99.19平米,731米,999米,540米,684米,724米,,868米
佳家SPORT,未央,10094,2室2厅,81.24平米,1046米,1003米,679米,435米,951米,430米,1403米
华清园,灞桥,10097,2室2厅,98.05平米,1235米,297米,362米,232米,779米,210米,1097米
城市皇冠,雁塔,10101,1室0厅,56.93平米,775米,330米,482米,593米,763米,725米,361米
煤机花园,未央,10102,2室2厅,62.37平米,275米,305米,391米,634米,119米,394米,1398米
泰和居,未央,10105,3室1厅,90.06平米,910米,259米,447米,201米,139米,370米,1780米
东窑坊,碑林,10106,3室2厅,136.56平米,473米,731米,609米,296米,417米,722米,652米
锦业时代,雁塔,10114,1室1厅,47.46平米,799米,765米,610米,1017米,382米,275米,1447米
自强西路190号,莲湖,10122,2室1厅,68.96平米,1419米,290米,523米,556米,181米,1200米,692米
鑫泰园东区,雁塔,10124,3室2厅,131.38平米,859米,386米,827米,458米,143米,521米,762米
红旗社区,未央,10138,3室2厅,96.67平米,698米,403米,614米,850米,307米,497米,713米
明德门(南东区),雁塔,10139,2室1厅,66.97平米,1166米,807米,370米,463米,401米,310米,361米
雅荷智能家园,未央,10140,2室1厅,103.56平米,338米,512米,511米,490米,623米,624米,1628米
一印·西区,灞桥,10140,2室1厅,50.3平米,445米,431米,934米,732米,792米,312米,371米
天湖名郡,高陵,10141,3室1厅,110.45平米,1391米,831米,323米,1064米,,991米,958米
宏途星城,未央,10144,2室1厅,78.87平米,767米,249米,542米,30米,1192米,592米,1881米
金裕青青家园西区,灞桥,10155,3室2厅,118.17平米,710米,412米,594米,630米,321米,536米,1313米
祥和居,未央,10157,3室2厅,89.6平米,1001米,177米,151米,433米,438米,302米,1803米
恒大嘉里公馆,新城区,10160,1室1厅,46.26平米,925米,160米,353米,632米,396米,231米,283米
纺建路8号,灞桥,10163,2室2厅,73.8平米,682米,527米,169米,520米,411米,856米,595米
丈八北路北段9号院,雁塔,10165,2室1厅,56.57平米,655米,1044米,404米,212米,122米,465米,
中航工业自控所生活二区,雁塔,10167,2室1厅,70.82平米,1599米,1201米,679米,158米,474米,846米,1677米
丰盛园,莲湖,10168,2室1厅,91.47平米,540米,440米,301米,421米,507米,369米,
超英长乐家园,碑林,10172,3室2厅,172.05平米,810米,571米,744米,161米,438米,660米,19米
西安交大口腔医院住宅小区,雁塔,10172,2室1厅,72.75平米,1203米,185米,466米,1078米,739米,532米,1377米
明林庭苑,灞桥,10174,2室2厅,93.38平米,937米,643米,827米,126米,388米,1197米,965米
东新商住大厦,雁塔,10175,3室2厅,87.47平米,525米,758米,501米,822米,925米,659米,530米
吉祥苑小区,雁塔,10177,2室2厅,85.49平米,1020米,1000米,100米,816米,88米,962米,
西安电力高等专科学校住宅区,碑林,10179,3室1厅,86.46平米,555米,420米,697米,450米,310米,313米,1583米
河滨丽景苑,灞桥,10187,2室2厅,107.89平米,1062米,214米,192米,617米,870米,660米,984米
新天地小区,雁塔,10187,3室2厅,123.69平米,785米,452米,1100米,352米,109米,587米,741米
八水上筑,未央,10188,2室2厅,93.25平米,479米,463米,529米,185米,621米,1145米,593米
世纪锦绣,莲湖,10197,3室1厅,105.92平米,578米,845米,111米,578米,183米,1209米,363米
市政馨苑,未央,10207,2室1厅,97.98平米,685米,407米,824米,190米,915米,658米,936米
水榭花都,高陵,10207,2室2厅,46.05平米,,605米,151米,925米,992米,936米,
绿地乐和城,碑林,10217,1室0厅,56.77平米,517米,182米,380米,317米,248米,1118米,408米
草阳村小区,莲湖,10219,2室2厅,84.16平米,361米,257米,304米,598米,875米,586米,861米
开元小区,雁塔,10223,2室2厅,66.03平米,134米,549米,911米,903米,353米,1099米,1565米
怡兴大厦,雁塔,10229,2室1厅,86.03平米,510米,517米,362米,221米,641米,343米,1105米
明德门(南西区),雁塔,10232,2室1厅,64.02平米,805米,584米,1155米,175米,288米,1106米,752米
光明小区(未央),未央,10236,2室1厅,67.41平米,565米,562米,587米,681米,385米,720米,1070米
骊马豪城,碑林,10246,1室1厅,51.73平米,665米,341米,491米,931米,735米,934米,1690米
盛龙南苑,未央,10253,2室1厅,82.91平米,833米,601米,694米,824米,647米,457米,492米
天下荣郡,高陵,10257,3室1厅,117平米,1820米,909米,657米,566米,550米,296米,1524米
大唐新干线,高陵,10262,1室0厅,26.8平米,,763米,989米,1131米,834米,899米,
人民南巷17号,莲湖,10264,2室1厅,61.38平米,832米,459米,302米,340米,616米,285米,864米
盛龙广场1号地,未央,10265,3室2厅,133.47平米,654米,194米,165米,147米,289米,19米,210米
农行小区（青年南街）,长安,10267,3室2厅,83.77平米,737米,504米,609米,239米,224米,259米,971米
群星莱骊,临潼,10267,2室2厅,93.51平米,261米,443米,123米,1152米,830米,131米,1349米
天伦御城龙脉刘家庄小区,碑林,10269,2室1厅,68.17平米,770米,137米,319米,540米,351米,1057米,1501米
烟草公司家属院,新城区,10271,4室2厅,124.63平米,543米,485米,683米,495米,400米,577米,866米
大话南门,碑林,10275,1室0厅,55.09平米,158米,161米,322米,484米,259米,376米,1591米
吉祥小区(雁塔),雁塔,10275,2室2厅,85.65平米,640米,546米,483米,523米,385米,540米,
幸福逸家,碑林,10280,2室2厅,93.39平米,1462米,632米,284米,875米,542米,1184米,679米
凯悦华庭小区,雁塔,10281,1室0厅,21.01平米,1052米,57米,398米,447米,892米,552米,1325米
